Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Popularity_Level
Dynasty Warriors 8: Empires,XOne,2014.0,Action,Tecmo Koei,0.04,0.02,0.0,0.01,0.07,58.0,10.0,6.8,15.0,Koei Tecmo Games,T,Low
Trick DS-han: Kakushi Kami no Sumukan,DS,2010.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Circuit Breakers,PS,1998.0,Racing,Mindscape,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Winter Sports 2011,Wii,2011.0,Sports,DTP Entertainment,0.0,0.06,0.0,0.01,0.07,71.0,21.0,7.5,24.0,DTP Entertainment,E,Low
futureU: The Prep Game for SAT,DS,2008.0,Misc,Aspyr,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Aspyr,E,Low
Catwoman,GC,2004.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,47.0,24.0,6.1,7.0,Argonaut Games,T,Low
Colosseum: Road to Freedom,PS2,2005.0,Role-Playing,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,56.0,35.0,8.3,17.0,Goshow,M,Low
Tank! Tank! Tank!,WiiU,2012.0,Action,Namco Bandai Games,0.02,0.01,0.05,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Football Manager 2010,PC,2009.0,Sports,Sega,0.0,0.06,0.0,0.01,0.07,87.0,33.0,9.0,262.0,Sports Interactive,E,Low
Target: Terror,Wii,2008.0,Shooter,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,33.0,19.0,2.7,16.0,Leviathan Games,M,Low
Mugen Souls Z,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.04,0.01,0.07,57.0,26.0,6.4,56.0,Compile Heart,T,Low
BeatMania,PS2,2006.0,Simulation,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,67.0,30.0,8.9,11.0,Konami,E10+,Low
Sprint Cars: Road to Knoxville,PS2,2005.0,Racing,THQ,0.03,0.03,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Big Ant Studios,E,Low
Guilty Gear Xrd -Revelator-,PS3,2016.0,Fighting,PQube,0.02,0.02,0.03,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006.0,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Shrek's Carnival Craze Party Games,PS2,2008.0,Misc,Activision,0.03,0.03,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Dream Dance & Cheer,Wii,2009.0,Misc,Zoo Games,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Silpheed: The Lost Planet,PS2,2000.0,Shooter,Swing! Entertainment,0.03,0.03,0.0,0.01,0.07,72.0,12.0,7.5,4.0,Treasure,T,Low
Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011.0,Sports,Rocket Company,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Real Time Conflict: Shogun Empires,DS,2005.0,Strategy,Namco Bandai Games,0.06,0.0,0.0,0.0,0.07,35.0,6.0,5.6,11.0,Box Clever Interactive,E10+,Low
Spartan: Total Warrior,GC,2005.0,Action,Sega,0.05,0.01,0.0,0.0,0.07,73.0,24.0,8.3,15.0,Creative Assembly,M,Low
Pitfall: The Lost Expedition,XB,2004.0,Platform,Activision,0.05,0.01,0.0,0.0,0.07,73.0,35.0,7.8,4.0,Edge of Reality,E,Low
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,2014.0,Action,Nippon Columbia,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fantastic Four,PS,1997.0,Action,Acclaim Entertainment,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Yamaha Supercross,Wii,2009.0,Racing,Zoo Digital Publishing,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Coyote Console,E,Low
Petz: Hamsterz Bunch,PSP,2009.0,Simulation,Ubisoft,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007.0,Adventure,Alchemist,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
River City Ransom EX,GBA,2004.0,Action,Atlus,0.05,0.02,0.0,0.0,0.07,75.0,21.0,8.4,7.0,Million,T,Low
Bionicle Heroes,X360,2006.0,Shooter,Eidos Interactive,0.05,0.01,0.0,0.01,0.07,59.0,26.0,5.9,22.0,Traveller's Tales,E10+,Low
San Goku Shi Taisen Ten,DS,2008.0,Strategy,Sega,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Ant Nation,DS,2009.0,Simulation,Konami Digital Entertainment,0.06,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Kouyousha,E,Low
Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07,83.0,54.0,8.7,489.0,Lionhead Studios,M,Low
Fairy Tail: Zelef Kakusei,PSP,2012.0,Action,Unknown,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Strike Point,PS,1996.0,Simulation,Elite,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Crazy Taxi 2,DC,2001.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,82.0,18.0,8.1,29.0,Hitmaker,T,Low
The Sims 2: Seasons,PC,2007.0,Simulation,Electronic Arts,0.01,0.04,0.0,0.01,0.07,78.0,20.0,7.3,29.0,Maxis,T,Low
Dragon Slayer: The Legend of Heroes,SNES,1992.0,Role-Playing,Epoch,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Pizza Delivery Boy,Wii,2010.0,Simulation,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Attractive Games,E,Low
Tom and Jerry in War of the Whiskers,GC,2003.0,Fighting,NewKidCo,0.05,0.01,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Famicom Mini: Wrecking Crew,GBA,2004.0,Puzzle,Nintendo,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Suzumiya Haruhi no Gekidou,Wii,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Lost Heroes 2,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Heavenly Guardian,Wii,2007.0,Shooter,505 Games,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Starfish,E,Low
Dynasty Warriors DS: Fighter's Battle,DS,2007.0,Action,Tecmo Koei,0.04,0.0,0.03,0.0,0.07,56.0,17.0,7.5,24.0,Koei,E10+,Low
The Testament of Sherlock Holmes,PC,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07,73.0,18.0,8.0,128.0,Frogwares,M,Low
Space Hulk: Vengeance of the Blood Angels,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Robot Alchemic Drive,PS2,2002.0,Action,Enix Corporation,0.03,0.03,0.0,0.01,0.07,79.0,21.0,8.2,13.0,Sandlot,T,Low
Alpha and Omega,DS,2010.0,Action,Unknown,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Storm City Games,E,Low
Motor Toon Grand Prix (Japan),PS,1994.0,Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Dino Master: Dig Discover Duel,DS,2005.0,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Ken to Mahou to Gakuen Mono. 3,PS3,2010.0,Role-Playing,Acquire,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07,58.0,15.0,8.0,7.0,Human Soft,T,Low
Warhammer: Battle For Atluma,PSP,2006.0,Action,Namco Bandai Games,0.06,0.0,0.0,0.01,0.07,55.0,8.0,7.4,8.0,Sabertooth Games,T,Low
Hikaru no Go: Heian Gensou Ibunroku,PS,2002.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Eagle Flight,PS4,2016.0,Adventure,Ubisoft,0.01,0.05,0.0,0.01,0.07,72.0,31.0,7.8,22.0,"Ubisoft, FunHouse",E10+,Low
Operation: Vietnam,DS,2007.0,Shooter,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,65.0,16.0,6.3,4.0,Coyote Console,T,Low
Samurai Shodown,NG,1993.0,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
OverBlood 2,PS,1998.0,Action,Evolution Games,0.0,0.0,0.06,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,0.03,0.03,0.0,0.01,0.07,58.0,11.0,7.8,5.0,Enterbrain,T,Low
Lifeline,PS2,2003.0,Adventure,Sony Computer Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,31.0,7.7,9.0,SCEJ,M,Low
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002.0,Role-Playing,Gust,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Dragon Valor,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,57.0,9.0,8.3,10.0,Namco,T,Low
Tokyo Beat Down,DS,2008.0,Action,Success,0.06,0.0,0.0,0.0,0.07,56.0,23.0,7.5,24.0,Success,T,Low
NHL 2005,GC,2004.0,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.07,75.0,18.0,5.6,5.0,EA Sports,E,Low
Midway Arcade Treasures 3,GC,2005.0,Misc,Midway Games,0.05,0.01,0.0,0.0,0.07,65.0,16.0,7.5,24.0,Midway,E,Low
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,0.0,0.06,0.0,0.01,0.07,88.0,22.0,8.2,49.0,Microsoft Game Studios,E,Low
"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011.0,Platform,Asylum Entertainment,0.0,0.06,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Firefighter F.D.18,PS2,2004.0,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Anubis II,Wii,2007.0,Platform,Metro 3D,0.06,0.0,0.0,0.0,0.07,19.0,5.0,2.7,28.0,Data Design Interactive,E,Low
Goodbye Deponia,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.06,0.0,0.0,0.07,80.0,34.0,7.9,171.0,Daedalic Entertainment,E,Low
Pro Yaky? Spirits 2014,PSV,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Legend of Kay,PS4,2015.0,Action,Nordic Games,0.02,0.03,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,Crave Entertainment,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
The Book of Unwritten Tales 2,PS4,2015.0,Adventure,Nordic Games,0.0,0.06,0.0,0.01,0.07,63.0,9.0,8.6,7.0,KING Art,E,Low
Ultimate Board Game Collection,PSP,2007.0,Misc,Xplosiv,0.06,0.0,0.0,0.01,0.07,57.0,6.0,7.5,24.0,Jack of All Games,E,Low
Mega Man X4,SAT,1997.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Jackass the Game DS,DS,2008.0,Action,Empire Interactive,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Jake Power: Handyman,DS,2008.0,Adventure,Ubisoft,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
My Dress-Up,DS,2008.0,Misc,Oxygen Interactive,0.06,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Oxygen Interactive,E10+,Low
Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Beat City,DS,2010.0,Misc,THQ,0.06,0.0,0.0,0.0,0.07,70.0,7.0,7.5,24.0,Universomo,E,Low
Sudoku Fever,GBA,2006.0,Puzzle,Take-Two Interactive,0.05,0.02,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Global Star Software,E,Low
Inversion,PS3,2012.0,Shooter,Namco Bandai Games,0.03,0.03,0.0,0.01,0.07,56.0,23.0,5.4,43.0,Saber Interactive,M,Low
The Putter Golf,PS,2001.0,Sports,D3Publisher,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,Capcom,0.0,0.03,0.04,0.0,0.07,79.0,44.0,6.2,85.0,Capcom,T,Low
The Powerpuff Girls: Relish Rampage,GC,2002.0,Action,BAM! Entertainment,0.05,0.01,0.0,0.0,0.07,71.0,21.0,7.6,5.0,VIS Entertainment,E,Low
Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,FuRyu,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Ninja Warriors,SNES,1993.0,Action,Titus,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Army Men: RTS,GC,2004.0,Strategy,Global Star,0.05,0.01,0.0,0.0,0.07,71.0,21.0,8.5,4.0,Pandemic Studios,T,Low
Classic Action: Devilish,DS,2005.0,Misc,505 Games,0.06,0.0,0.0,0.0,0.07,40.0,6.0,7.5,24.0,Starfish,T,Low
Zettai Onkan Otoda Master,DS,2007.0,Role-Playing,Hudson Soft,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Assassin's Creed Chronicles,PSV,2016.0,Action,Ubisoft,0.01,0.04,0.01,0.01,0.07,70.0,6.0,8.0,24.0,Climax Studios,T,Low
Dragoneer's Aria,PSP,2007.0,Role-Playing,Tecmo Koei,0.02,0.0,0.05,0.0,0.07,56.0,30.0,6.0,7.0,Hit Maker,E10+,Low
Xbox Live Arcade Unplugged Volume 1,X360,2006.0,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
TigerShark,PS,1997.0,Simulation,GT Interactive,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Visual Concepts,E,Low
Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
N+,DS,2007.0,Platform,Atari,0.06,0.0,0.0,0.0,0.07,82.0,20.0,7.4,20.0,"Metanet Software Inc., SilverBirch Studios",E,Low
Titanic Mystery,DS,2010.0,Puzzle,PlayV,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Purple Hills,T,Low
Backyard NFL Football '09,DS,2008.0,Sports,Atari,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Obscure,PS2,2004.0,Adventure,Microids,0.03,0.03,0.0,0.01,0.07,65.0,27.0,8.9,39.0,Hydravision,M,Low
Sega Soccer Slam,GC,2002.0,Sports,Sega,0.05,0.01,0.0,0.0,0.07,84.0,22.0,7.7,7.0,Black Box,E,Low
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
DefCon 5,PS,1995.0,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,0.03,0.03,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Deep Labyrinth,DS,2006.0,Action,505 Games,0.06,0.0,0.0,0.0,0.07,57.0,18.0,8.8,4.0,Interactive Brains,E10+,Low
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07,61.0,19.0,7.2,9.0,Point of View,M,Low
God Hand,PS2,2006.0,Action,Capcom,0.0,0.0,0.07,0.0,0.07,73.0,48.0,7.7,165.0,Clover Studio,M,Low
Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,505 Games,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,24.0,11.0,3.7,10.0,Powerhead Games,E,Low
Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,0.03,0.03,0.0,0.01,0.07,70.0,12.0,7.5,24.0,SNK Playmore,T,Low
Mario Tennis,Wii,2010.0,Sports,Nintendo,0.0,0.06,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Camelot Software Planning,E,Low
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.07,69.0,21.0,8.8,19.0,Blue Tongue Entertainment,T,Low
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,0.05,0.02,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Electronic Arts,E,Low
Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Humongous Entertainment,E,Low
RedCard 20-03,PS2,2002.0,Sports,Midway Games,0.03,0.03,0.0,0.01,0.07,73.0,19.0,9.0,6.0,Midway,E,Low
Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,0.01,0.05,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Gearbox Software,M,Low
Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,0.03,0.03,0.0,0.01,0.07,61.0,25.0,6.0,6.0,Zed Two Limited,T,Low
Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Driver: Parallel Lines,XB,2006.0,Racing,Atari,0.05,0.01,0.0,0.0,0.07,69.0,31.0,4.6,17.0,Reflections Interactive,M,Low
Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
everGirl,GBA,2005.0,Adventure,THQ,0.05,0.02,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Top Gun,PS3,2011.0,Simulation,505 Games,0.06,0.0,0.0,0.01,0.07,49.0,25.0,4.4,5.0,Doublesix,T,Low
Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,0.05,0.02,0.0,0.0,0.07,63.0,12.0,6.8,4.0,Ubisoft,E,Low
Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,0.03,0.03,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Collision Studios,E,Low
Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,0.01,0.05,0.0,0.0,0.07,53.0,17.0,5.1,44.0,Artdink,T,Low
World Racing,XB,2003.0,Racing,TDK Mediactive,0.05,0.01,0.0,0.0,0.07,56.0,14.0,8.1,8.0,Synetic,E,Low
Resident Evil 5,PC,2009.0,Action,Capcom,0.01,0.04,0.0,0.01,0.07,86.0,30.0,7.1,597.0,Capcom,M,Low
X-Men: The Official Game,GBA,2006.0,Action,Activision,0.05,0.02,0.0,0.0,0.07,55.0,9.0,9.3,6.0,WayForward,E10+,Low
Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,0.05,0.02,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Jupiter Multimedia,E,Low
Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Virtuos,E10+,Low
Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,0.06,0.0,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Konami,E,Low
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,0.0,0.06,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Card Games,PS,2000.0,Misc,D3Publisher,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Tropix,DS,2008.0,Puzzle,Capcom,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,0.0,0.0,0.06,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Build-A-Bear Workshop: Friendship Valley,Wii,2007.0,Misc,Unknown,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Neko Entertainment,E,Low
Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07,74.0,6.0,7.5,24.0,Empire Interactive,E,Low
Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Griptonite Games,E10+,Low
Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Fantasy Aquarium World,Wii,2009.0,Simulation,Destineer,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Coresoft,E,Low
Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Rayman Arena,XB,2007.0,Racing,Unknown,0.05,0.01,0.0,0.0,0.07,50.0,7.0,7.5,24.0,Ubisoft,E,Low
Order Up!!,PS3,2011.0,Action,Funbox Media,0.05,0.01,0.0,0.01,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.06,0.0,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Graffiti Entertainment,E,Low
The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,0.03,0.03,0.0,0.01,0.07,73.0,28.0,8.8,14.0,SNK Playmore,T,Low
Port Royale 3,X360,2007.0,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,56.0,11.0,4.5,6.0,Kalypso,T,Low
Army Men: Green Rogue,PS,2001.0,Action,3DO,0.04,0.02,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07,71.0,21.0,7.5,24.0,Epicenter Interactive,E,Low
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,0.0,0.05,0.0,0.02,0.07,71.0,21.0,7.4,23.0,Sanzaru Games,E,Low
Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,0.03,0.03,0.0,0.01,0.07,57.0,25.0,8.2,5.0,From Software,T,Low
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,71.0,21.0,7.5,24.0,Ubisoft,E,Low
